933408491380887552	#BJPevmFraud krke #Voter ka #Vote apna bana lete hy phir satta me aakar desh me #MobLynching jesi aatankwadi harkat karate hy #NoteBandi krke desh ka sara maal apne #JayShah jese pillo ko de dete hy #GST laga kr pure desh ko lut te hy #Shame			Hindi			
931471600322428928	Jitni taklif garib Ko Hui #notebandi aur #GST se shayad hi kisi Ko Hui.... Footbath par sone Wale majdoor bhukhe soye.. #bhakto Ko nahi dikhaega		Hindi				
922836630670417926	Sir bjp valo ki to baat hi alag Hai ek minute  me desh ko lute kar garib kar dete Hai #notebandi					Hindi	
922442415637782528	Pehle goli maro, phir socho: Modiji ki ye policy desh ki economy ko barbad kar rahi hai. Pehle Tuglaqi #NoteBandi phir #GabbarSinghTax		Mixed				
921017174549938176	Bhool jao #Notebandi , bhool jao #GST  aur Bhool jao Badhali kyoki aaaj hain Diwali ..Wish u all happy diwali ..https://twitter.com/BeingSalmanKhan/status/921007531765444608 …	English					
920831105023877121	This #Diwali celebrate with #Notebandi phus phus Anar & #GST kaala saanp pic.twitter.com/gGB1r523Wu	Mixed					
919564502420439040	Inka kaam hi hai, inhe paise hi is kaam ke milte hai.. #notebandi inhi jaise gaddaro ko benakab karta.Treat for nation. #Rohingyashttps://twitter.com/rishibagree/status/919232878617157632 …	English		Hindi			
842199231280603137	tumhe islam aur hindu hi dikhai deta hai kya, #EVM aur #Notebandi ghotala dikhao			Mixed			
842102658756444172	#SurgicalStrick k sbut nh dye to Army se bhrosa uth gya #NoteBandi kye to Gvt.Se..#Election hare to EVM se..Aise log Duniya se q nh uth jate			Mixed			
842086384211005442	Kumbh karan ki abb nind khuli, aa gaye bhi jhut ki vakalat karne #Notebandi per kiya lollipop chuss rahe the Anna? Ya abhi contract mila https://twitter.com/aajtak/status/841998800738738180 …					Mixed	
840415713160445952	you are in shock....hawaiyan udd gyi....#notebandi chal gya .janta Ka thapad pad gya ...aap ab chaplusi par na Utar jaiyega			Hindi			English
839295137486372864	@MamataOfficial @sardanarohit Woh Jo #NoteBandi k agst #AamaranAnshan karne waale the uska kya hua... Mare nahin ab tak		Hindi				
835173552303312896	#NoteBandi ke baad BJP sare Elections jit rahi hai,fir v opposition ko samajh me nahi aa raha hai ki public Modi ji ke Saath hai. #UPPolls	Mixed					
835069448734244864	after #Notebandi #Maharastra #Odhisa ke logon ko mil gaye hain 15L. 11 march ko apko bhi mil jayega!!and Get well soon!!	English					
833892057047523331	#BMCelection vyapariyo se ek appeal #notebandi ka jawab abhi nahi to kabhi nahi. Vote for congress vote for progress @sanjaynirupam	English		Hindi			
833695626273624064	@OfficeOfRG @yadavakhilesh Iseeliye humne #notebandi ka virodh kiya tha. Gareeb nirdosh longonko arrest karte hain https://twitter.com/manakgupta/status/833667923331817477 …		Hindi				
832740243619069953	#UttarPradesh Ko Aisa Beta nahee chahiyeh jo Apni 90 Saal ki Maa ko #NoteBandi Ki line mein khada kar diya #ModiGovt1000Days #UPElection2017pic.twitter.com/z1quu7H9e3					Hindi	
829041395054804992	@Pappu @Maya @Kejri ko #Notebandi ki pareshani NAHI Hoti. Kaise? Fake currency, curroption ka ilaj ek teeke se hota #AgarModiJiDoctorHote						Hindi
829034082151567360	yehi hi nahi #notebandi ki maar khud @PMOIndia @narendramodi par bhi pado hai 1.5 mnth se videsh nahi gaye hai #StatePolls		Hindi				
828138939756183553	YE #Notebandi se aam Kisan & Public ko line me laga k tabah kiya! Ab #IncomeTaxwale nirdosh logo ko BHI notice bhej k tang kar RAHE???		Mixed				
826739857909231616	Pahle Modi Ki #NoteBandi Ne Beda Garq Kiya, Aaj Modi/Jaitly Ke #Budget2017 Ne. Rahul @OfficeOfRG Baba Barse Na To Kya Kare? :(		Mixed				
826686201130266624	A small farmer in Mahoba, #UttarPradesh: matar 6 rs kilo bech raha hun #notebandi ke kaaran! Ab chunaav me batayenge inko.			Hindi			
824283438840762368	@kamaalrkhan Shahrukh Khan ke promotion ki wajah s ek insan ki mout hogyi.#Notebandi  s to 150 log jaan gwa chuke uska zimmedar Kon...??????			Hindi			
903488996340203522	Main Bhi whole level pe bol raha hoon,  kiske life ne Kya kami as gayi hai #NoteBandi ke baad. Tu padha likhna hai na gyani.			Mixed			
822116699138904068	Are koi to batao ab kya hoa #NoteBandi se mujhe lagta hai #UPElection2017 me#AkhileshYadav ko vote kre wahi he up ko sunder bna sakte hai	Hindi					
821388452608491520	#notebandi se paiso ki value badi hai aur log jo hai simit rup se dhire dhire expensive karna sik rhe hai	Mixed					
820302133660504065	@narendramodi bank employees vyapariyon se bilkul achha behave nahi kar rahe hai...#pls kuch kijiye sir.... #notebandi ki takleef hone lagi		Mixed				
818419990009356288	#Notebandi se 50 dino main corruption wese he khatam hua hain, jese fair & lovely se 30 dino main ladkiya Gori Ho Jaati Hai			Mixed			
818326681933008898	#Notebandi se khatra @narendramodi ko ho raha hai aur Z+ suraksha #BabaRamdev #AmarSingh ko, conection kya hai?						Mixed
817626833831067648	@narendramodi ji woh #SuryaDeva hai jinki vision & leadership ki roshni se #KrantikariIndia ban raha hai & #NoteBandi of corrupt politicians	Mixed					
815765687625019393	kal market gaya aur mall ,itnee bheed thee , #Notebandi ka koi asar nahi tha ,khoob free spending ho rahi  thee						Mixed
929732720657174528	Hahaha!!!#SarvaGyani #PMji ko ye practical difficulty pehle se pata nahi thi???Jo raimashwira karke kaam nahi karta uske sath aisa hi hota hai!#Notebandi me yehi hua tha & #GST me bhi but sabak shayad hi liya hoga???	Mixed					
929664775344099328	Agar #NoteBandi se kala paisa safed hua toh appko aur apke party walon ko toh koi problem nahin hona chayee because iska sabse bada fayda toh aaplogon ko hua hoga fir @OfficeOfRG aur @INCIndia ka kala dhan safed ho gaya all thanks to @narendramodi #Gujratelections2017	Mixed					
929302771001524225	#Bhakt chacha, saare black money to swiss bank mein the, switzerland mein kab ho raha hain #notebandi  ? Deshvasi har kaam chhod ke ab sirf dono cheezon ka wait kar rahe hain. 1) Har ek ke account mein 15 lakh aur 2) Ayodha mein RamMandir. Kab denge aap ke #bhagwan ?		Mixed				
928948969601875969	sir agar mai #LOGON me aata hu to mai yahi kahunga ki .....i support #Notebandi bcoz chor log to zinda mar hi gayae....or 125 crore ke population ke liyae aisa koi rule nahi ho sakta jisme sab lo khush rahe...kisi ko to dikkt hogi hi..bt aapko kyun hui???	Mixed					
928876381827579904	Bhai Demonisation ko Saal hogaye hai..ab toh chod do..this are the people jo har post ko @narendramodi #NoteBandi aur Desh ki Sena se jod dete hai.. grow up man..have a life for Gods sake ..@PiyushGoyalOffc		Both				
928808084129984512	@narendramodi_in. Notebandi  se mera koi fyada na hua ho par khushi ish baat ki kuch corrupt logo ka bohut ghaata hua #Notebandi	Hindi					
928356678579273728	2016 Nov 8 ne 1000 500 ke notes band kar diye. 2017 Nov 8 ne saansein band kar di. #Notebandi #DelhiSmog		Hindi				
928306002868420609	abhi thoda time pehle pappu ne kaha tha ki Mr Modi sirf udyogpatio ke liye hai ab kaha ki Modi ji ne udyogpatio ko barbaad kar diya hai #notebandi karke..bhai apni khud ki hi statement agli statement se galat sabit karke apna majak banate ho	Mixed					Hindi
928294990345850886	Modi ne #Notebandi toh kar di, par hamaare jaise #foreveralone engineers ke liye bandi kab dhund dega. Kya yahi hai acche din?		Mixed				
928290734121222149	Lagta hai @AamAadmiParty K treasury khali hogaya #Notebandi se, Iss liye tho Raghu Ramrajan ko amantrana diya https://twitter.com/EconomicTimes/status/928219191957643264 …		Hindi				
928272808785743872	#Notebandi haay tauba machane wale wahi h jinki kaali kamai doob gyi sirf aur sirf wahi log black day mana rahe h. Baki hum to anti blackmoney day manayenge.		Mixed		Hindi		
928204456893616129	Garib kal bhi Carib the,  aj bhi garib hai.. #notebandi sirf corruption k khilaf thi,  jo bhut hadd tak control me aa gayi hai..		Hindi				
928176386187112449	Aj wahi Din hai jise hum bhul nahi sakte jab kala bajariyon ki nind ud gayee thi.  We r thankful  to our PM for  #Notebandi	English			Hindi		
927800507581710336	#Notebandi Maa ne jitne paise papa ki jeb katke bachaye, use bank me jama karana pada.  Ab interest bhi mil raha hai..I support note ban	Both					
927519806470856706	Seems @ashoswai has lost his mental balance after #Notebandi. Bechara Bikhari hone ke baad, bus Modi ko Gaali deta rehta hain jab dekho. https://twitter.com/ashoswai/status/927509396912947201 …		English		Hindi		
925658248312537088	Dono house mei kya congress ki majority hai unke oppose karne se bill #GST ka ruk jaata #Notebandi karne se pehle bill pass karaya tha kya		Mixed				
928139233918947328	AAJ saam 8 bje news zarur dekhe,,,pTA nai ky announcement ho jaae #NOTEBANDI				Mixed		
928117704044699648	#Notebandi kis ke liye kiya tha. aaj tak khud ko convince nahi kar payi he BJP..desh ko jhoot batane ke siwa orr kya kar sakti he..tv pe ad de raha he jaise koi pahad tod diya ho..par bata nahi pate kitna kala dhan recover hua...orr #DeMo ke faide gina rahi he .jo hua hi nahi he			Mixed			
918549540717731840	Bhai hme Congress ko vote dekar Kasmir Pakistan ko nhi deni hai,  Muslim virodhi hote to  #TripleTalaq pe ban nhi hota, samjhe				Mixed		
839362380840730624	Bade afsos ki baat h jis desh m nari #DURGA aur #LAXMI  ka roop mani jati ho wha #TripleTalaq aur #BaalVivah jaise issue h Happy Women's Daypic.twitter.com/Pxlj2djZS2		Hindi				
815824988947156992	Kaltak SC ka #TripleTalaq opionion pe liberals banehue #BhaktGang, aaj SC ki Hinduism ke upar opinion se bhokalagaye poora #JaagoBhaktoJaago https://twitter.com/Babu_Bhaiyaa/status/815811787316527104 …						Mixed
893716386790334464	O behenji...aap muslim women ke haq ki awaaz kyun nahi uthati #halala #TripleTalaq #Polygamy		Mixed				
895927365569622016	Thoda #TripleTalaq aur Burkha pe bhi bol do mahashay. Wahan kya aap ko selective amnesia ho jata hai?			Mixed			
836982509640560640	muslims ka womens ko lekar dohra charitr fir saamne aaya ab @shaziailmi ko #TripleTalaq par bolne se roka gaya					Hindi	
836956656068136960	#FreedomOfSpeech  wale sickulars ab kaha hai jab @shaziailmi ko #tripletalaq jaise important issue ko discuss Karne ki freedom NHI hai..			Mixed			
836955215941234688	Sahi cheej par debate ki jaroorat hai #tripletalaq koi NHI karega na Karne Dega but desh k tukde k bare me savko #FreedomOfSpeech  chahiye..			Both			
835755089902059521	shariyat nahi chalne wala ab....#TripleTalaq ban hoga aur uniform civil code ayega...wait n watch...			Both			
910877989356765186	Where is the team of #TripleTalaq? #Modi ji Behne yaad hai? Sack this culprit @PremShuklaBJP ya Aurto par diya hua bhaashan bhi Jumla hi thahttps://twitter.com/priyankac19/status/910574223059324928 …			English			
906373171896446977	Umar ho gayi hai. Shayad bhool gaye ho. 2 months back riots killed people in Bashirhat. Tab Kahan thay Aap? #TripleTalaq bachaa rahey thay?			Both			
906350509153382401	@narendramodi sir, jaise #TripleTalaq women k agnst tha, wse hi Sec 377 (IPC) v kisi samuday k khilaf hai. Ab sari umiden aap se hi h #LGBT		Mixed				
918140989486723072	#TripleTalaq  talak se outgoing bandh kar diya ab #ClericsForChildMarriage se incoming bandh kar diya. Islam khatre mein he				Hindi		
917830462797627392	Sunne mai aaya hai k #TripleTalaq k baad kuch ladke court jakr Qubool hai replace krke #bolozubaankesri ki maang ki hai... #vimaaltroll	Mixed					
842733984585060353	sadak par lana galat hy lekin #TripleTalaq ka hal islamic cort banakr nikala jae warna desh tutega				Hindi		
842718524359540736	#TripleTalaq kisi ke murder se to acha hy  Lekin pehle murde ko jalane pr ban lage	Mixed					
840513539878068224	#TripleTalaq Pe ban Bahot jaruri he Aaj ke zamaane me... Galat Fayda utha rahe he Aaj kal ke log iska...		Hindi				
953190549833551872	Khud ki bhi koi responsibility samjho Modi ji bas bhasan se kaam kab tak chaloge #LoveJihad #unemployment #TripleTalaq #poverty #pharmacist #medical in  #loss in #business Ki samasyao ko bhi sudhariye. Aur ye kaam sirf aap hi karwa sakte hai.		Mixed				
938771374725742594	Just one thing: #TripleTalaq  ho ya #RamMandir #congress and #KapilSibal  hamesha andho k hi paksh me dalil dete h like #JNU rahul gandhi #kanahiya k sath tha			Hindi			
870313983017746432	Small village ka bhi news dikhao kabi #TripleTalaq Kabi #Kashmiri #Up #Yogi in se bhi bahar niklo Sir Ji @aajtak @sardesairajdeep			Mixed			
897790723763908609	#TripleTalaq iss rasm ka najayaj use ho raha hai. Mazak bana rakha hai 3 talaq ko. Bored? Talaq de do nayi lai aao. Tbhi dakhl nahi chahte.			Hindi			
897789930340044800	#TripleTalaq wah galti husband kare aur saza bhugte aurat. Uski marzi koi jan na hi nah8 chahta. Saza pati ko milni chahiye.		Mixed				
860914177346490368	Jo community janwr ko bachake insano ko mar rhi h, wo #TripleTalaq p muslim aurto ko haq dilane ki baat kr rhi h .. Strange!!						Mixed
860905968032415744	@narendramodi kua sirf #TripleTalaq par bolna hai??  Itne bade unrest hai kashmir mein ek shabd nai nikal raha hai,  kya baat hai??						Mixed
846447791308091392	ji #TripleTalaq #triple ke baat tum ne bahot ke.  jo hindu widows  phir se shaadi karna chahate hai uske liya kuch bolo			Mixed			
902588612054704128	Apne desh mei content ki bhi barsaat ho rahi hai #tripletalaq #righttoprivacy #rapistbaba #china #MumbaiRains	Mixed					
902502087023517697	Shut up you Jihadi Sanghan. Abdul itna gussa kyu hain bhai, #TripleTalaq ban hua hai is liye ?			Both			
902482549452275712	Muslim Behenon kon Justice milne par khush ho rahe the Bhakts,Hindu behen ko Justice mila toh AAG laga diye. #tripleTalaq #haryanaBurning		Mixed				
950723143198433280	tumne 60 saal tak kya ukhaad lia pehle khud ko dekho bad me kisi dusre ko kuch kehna or rhi bat #TripleTalaq ki to suno tumko muslim sirf vote bank hi najar aate h or agr koi muslim aurto ki help krna chahta h to tumko usme b dikkat hori h #ShameOnYou			Mixed			
851423852198592513	#TripleTalaq jis triple talaq ko le kar india mai ladai ho rehi hai wo aisa koi islamic order nhi hai jise na manne par iman chala jaye		Mixed				
866866863468359680	Bibi @RanaAyyub khud ko liberal samjhti Hai but #TripleTalaq see Muslim women ko faida hogga uske against Hai....waah						Mixed
938411534916734977	#Congress ke lawyer Diwali pe Patakhe Ban karwate hain, #RamMandir ke against khade hote hain, #TripleTalaq ke favour mein case ladte hain aur kehte hain hum Hinduon ke against nahi hai. Hamare maathe pe "C" nahi likha. #Ayodhya #ShauryaDiwas			Mixed			
860005225079476225	Tum logo mein aurto aur aadmion mein inequality kyu hai. #TripleTalaq agar aurat dene lag jaye to fat jaye sab admio ki.		Mixed		Hindi		
860002858997043200	#TripleTalaq to band hona chahiye. Jin Muslims ko dikkat hai, leave India. Jo govt kahegi wahi hoga.			Mixed			
859626800573542400	Govt ke pas Kashmir ke liye koi soch ya action plan nahi #GauRakshak #kashmir #TripleTalaq ke naam pr gadbad or gumrahi ke siwa koi kam nahi pic.twitter.com/IAqAggDFDy			Mixed			
849212504899301376	@TarekFatah saab Mubarak ho! Aap ke efforts ab aahista aahista rang dikhane lage hain. #MuslimWomenDignity #TripleTalaq https://twitter.com/ZeeNews/status/849207427249487873 …	Hindi					
848847216210878464	@anjanaomkashyap!!!#TripleTalaq #SpecialReport #AOK!!! Aap ko mam Salute karti hu,aap jesi puri duniya mein koi bhi nehilove u mampic.twitter.com/edonsxfxJ4	Mixed					
856984383286157312	Jo log apne Maa aur apne Biwi ke nahy hosake, aise log #TripleTalaq pe opinion derahe hai. Pehle apni aurton ko toh sambhal lo.. Na Mardon					Mixed	
856099205915451393	Agarwal ji hamara kahna hai ki Britain burka ban ki bat kar to raha hai. Hum to abhi #tripletalaq me hi uljhe hai.		Hindi				
856036961638785025	Sabhi muslims ko desh se bahar nikalo, jo #Rammandir banane nahi de rha. Or #TripleTalaq ko support krta he.			Hindi			
854930364011343874	LIFE BANANE ME 20 SE 25 SAAL NIKAL JATE HE or kisi ko haq nahi he ki wo sirf 3 word me kisi ki life barbaad kare... #Tripletalaq			Mixed			
854690825640345600	Arre yaar sati pratha b band ki gyi na .. kuch to galat laga hoga us time to phr #TripleTalaq kyun nahi?? Isko hindu muslim me mat bandho https://twitter.com/DubeyNitin3/status/854690106875158529 …		Mixed				
854678142430183425	Jitni awaaj loudspeaker ke liye hai wo sayad #TripleTalaq ke liye hoti toh jyada acha hota . Sharm kro doston  #SonuNigam		Hindi				
949577463654318081	Oh bhai mere ye bhi bata de ki #RahulGandhi  jihadi jignes mevani aur unar khalid ka support kyun kar rahe hain? Does #RahulGandhi wants a divided India . Why #RahulGandhi support #TripleTalaq ?		Both				
948929399243423744	Typographical error ko toh aap theek kar lo! Bill pass karne aur karvane ki baat karte hain! "Besieged" nahi "beseeched" behter shabd hai, joh SC ne use kiya hoga. Mujhe aapke ke handle ka editor bana do. #MerriamWebsterDictionary #OxfordDictionary #TripleTalaqBill #TripleTalaq			Mixed			
858363917843800065	Aa gaye na asliyat pe, aap bhi government ki tarah politics khel gaye. Aap bhi baaki problems chood ke #TripleTalaq par raajniti karne lage					Mixed	
858306287867576320	Muslim personal law board ko khatam kiya jaye ya fir jitne bhi dharm india me he sabke apne apne personal law board khol do  #TripleTalaq			Mixed			
858243304495792129	Triple talaq khatam hote hi desh ki gareebi mit jayegi desh ki economy double ho jayegi desh se corruption khatam ho jayega #TripleTalaq	Mixed					
948520980086960128	Kutte ki duum kabhi seedhi nahin hoti. Shame on you @INCindia. #tripletalaq					Mixed	
947797575519715328	#TripleTalaq Besharmi aur makkari ki had hai pet cheer kar pregnant aurat ko marne wale muslim aurton ki fikr me mare ja rahe hain					Hindi	
947708174856884224	#IshratJahan ye sabko pahle se hi maloom tha #TripleTalaq is not last lets wait till 2019 avhi kya kya hota hai.						Hindi
947387181915521024	Anti triple talaq rule aa gaya, warna JNU ka hostel ise dene wala tha #TripleTalaq	Mixed					
854304847922909184	#TTKSawal #tripletalaq ka ek process hai Quran k hisab se agar kuch Maulana galat fatweh dey rahey hai tho uney boycott karey  shariah nahi			Mixed			
854304082852315136	@sardanarohit kul mila kr baat male ego ki hai yha.. dunia ko pichhe le jana chahte hai ye... #TripleTalaq		Hindi				
853862517365288960	Uttar Pradesh Chief Minister @myogiadityanath ka #TripleTalaq par shaandaar chakka. Ye khatam karo. Uniform Civil Code lao. Jai ho!	Hindi					
853517416466350085	Bhaiyya Gulam aapne(congress) ne70 saal mai kyoun nahi #TripleTalaq ka hall doonda? Kya muslim auratei entertainment ka samaagri hai?			Mixed			
901833791605424128	@narendramodi #TripleTalaq ke baad, sir, ab dahej ke against kuch kade kanoon banaiye, pls address this problem.		Mixed				
901416713891303424	Har ak cheez ke liye #BJP Ko jimedar bara I Vali #Congress #TripleTalaq ban ne Q #BJP ko credit nhi Dena chahati??  #MullonKidalali			Mixed			
901293433129582592	20cr Muslim bade aasani se #TripleTalaq pe Faisal sunlte hai or ek Rapist #RamRahimSingh ke faisle pe andh bhak desk ko jala rhe h wah wah		Hindi				
848195755802099712	Aisa nai but yeh jo Fatwa bolte hai, #TripleTalaq ke against hai jo hypocrites hai terrorist hai unke virodhi hai hum			Mixed			
848119151822426112	Ye to bata de kis law k hisab se yashodaben ko akela chor dia tha unke pati ne? #tripletalaq ya #divorce ?  jawab zarur diyo .			Mixed			
847869117633875969	Besharmi ki hadd hoti hai!!Mahilaon ke naam pe dukaan chalane wale abhi #tripletalaq ko support kar rahe hain.Sharia bhi koi cheez h by God!					Hindi	
847641360471515138	#TripleTalaq Amir, sharukh, Salman aap triple talaq ke against Muslim women ka sath Kyu nhee dete. Kya Ye apki duty nhee hai.		Mixed				
847628998737707008	#TripleTalaq ko media galat tarah se pesh kar raha hy take muslim khud isko ban karane par raazi ho jae dusre tweet me dekho		Mixed				
847475134520672256	Prohibit #TripleTalaq desh me sab ka equal hauqe. desh 1 desh ke law alag alag q?#uniformcivilcode #1desh1rule @narendramodi @Badlega_India			Hindi			
847447841790349312	#TripleTalaq har baat par react karne wale Rahu (Rahul) Ketu (Keju) kyu chup hai abhi tak  ?			Hindi			
847446859509518336	#TripleTalaq  Common Muslim Women jiski jawaan beti ko nukkad ke launde aate jaate Tamatar maarte hain rape bhi kar dete hain.		Mixed				
847419941321981952	News valo ko debate karne k liye kuch milta nahi h #TripleTalaq ko leke beth jate h					Mixed	
932991102612676608	#TripleTalaq ram mandir ke vishay me maulanas ko constitution yaad aata hai aur triple talaq ke waqt sharia... bloody #hypocrite maulanas			English			
933228379200937984	aunty ji #TripleTalaq ban nahi hai "instant "#tripletalaq banned hai. agar kuch buddhi bachi hai to judgement padh ke aayiye, bina homework ke thothli debate kyun??			Mixed			
864761376312393729	Kuch talve chatne wale  #TripleTalaq ko bhi  astha ka visay batate hai wah!aur aise log sirf congress se hi belong kr skte hai.					Hindi	
864734535602368512	Paise ke liye @KapilSibal aur Vote Bank ke liye @INCIndia Apne maa ka bhi #TripleTalaq accept kar lenge					Mixed	
864610876849963008	just abolish #TripleTalaq like sati pratha and baal - vivah. kuritiyan bhale hi dharm se judi ho pr hoti to kuriti hi h		Hindi				
864473067203969024	@KapilSibal what a shame such bheja less, nalayak, kaminas were in power from 2004 to 2014, desh ka kabada toh hona hi thaa #TripleTalaq					Mixed	
864425989643939841	Saalon #TripleTalaq dene waalon, Kabhi Hum kuwaaron ki taraf dekho, Phir jaanoge ki Tum kitne lucky ho...			Hindi			
863060152047599616	Jise ye pata nahi triple  talaq hota kya hai iske rules  kya hai ye pata nahi wo aaj talaq par baat kar raha hai wah re #TripleTalaq						Mixed
900652890972237824	ma'am, pahle #TripleTalaq gaya..Aur ab #RightToPrivacy bhi aa gaya.. ab to double Party banti hai aapki taraf se.	Mixed					
900549902236737538	Agar teen bar #Talaq bolne se talaq nahi ho sakta, to #FB or #WhatsApp pe 3 bar #iloveyou bolne par block bhi nahi hona chaiye #TripleTalaq		Mixed				
862635219161149440	#TripleTalaq jafar sahab. Khuda n kare kabhi aapki beti k sath aisa ho. Jada soch ko uppr kijiye or personal low ko side me rakhiye		Hindi				
900756330130145280	Instant #TripleTalaq khatam hone ki khusiya manaa rahi hai Muslim mahilaye,,,,,, pic.twitter.com/cN88j8uoI1	Hindi					
